,origin_preds,orig_preds_scaled,preds_eps=2.0,preds_scaled=2.0,preds_eps=4.0,preds_scaled=4.0,preds_eps=6.0,preds_scaled=6.0,preds_eps=8.0,preds_scaled=8.0,preds_eps=10.0,preds_scaled=10.0
0,92.12698364257812,0.8382586070469448,92.7673568725586,0.849693843296596,92.70954132080078,0.8486614227294922,92.80075073242188,0.850290162222726,92.921875,0.8524530955723354,92.86475372314453,0.8514330727713448
1,89.13542938232422,0.7848379952566964,91.20843505859375,0.8218559537615094,91.79325866699219,0.8322992324829102,92.01065826416016,0.8361813681466239,92.4990463256836,0.844902583530971,92.67700958251953,0.8480804988316127
2,90.5619888305664,0.8103122711181641,91.64131927490234,0.8295860290527344,91.88577270507812,0.8339512688773019,92.21568298339844,0.8398425238473075,92.75909423828125,0.8495462962559291,92.70299530029297,0.8485445295061383
3,93.1036148071289,0.8556984492710659,93.18865966796875,0.8572171075003487,93.23670196533203,0.8580750056675502,93.29349517822266,0.8590891701834542,93.10607147216797,0.8557423182896206,93.04027557373047,0.854567391531808
4,90.34042358398438,0.8063557488577706,90.91127014160156,0.816549437386649,90.9666748046875,0.8175388063703265,89.5984115600586,0.7931055341448102,89.69013977050781,0.794743537902832,89.2716064453125,0.7872697285243443
5,79.08683013916016,0.6053987230573382,84.53866577148438,0.7027529307774135,84.56273651123047,0.7031827654157367,87.23600006103516,0.7509196145193917,88.95059967041016,0.7815374646868024,90.09292602539062,0.801936149597168
6,91.05695343017578,0.8191509246826172,91.54104614257812,0.8277954374040876,91.67597961425781,0.830204963684082,91.56981658935547,0.8283091953822544,91.69651794433594,0.8305717195783343,91.14505004882812,0.8207240785871234
7,82.82707977294922,0.6721888950892857,85.70738983154297,0.7236230032784599,85.57553100585938,0.7212683813912528,87.79207611083984,0.7608495439801898,87.65937042236328,0.7584797995431083,88.8705062866211,0.7801072256905692
8,89.10635375976562,0.7843187877110073,89.65693664550781,0.7941506249564034,89.73908233642578,0.7956175122942243,91.13462829589844,0.820537975856236,91.46495819091797,0.8264367239815849,91.99717712402344,0.8359406335013253
9,78.76244354248047,0.5996061052594867,80.27021026611328,0.626530511038644,80.41895294189453,0.6291866302490234,85.65233612060547,0.722639901297433,87.3338851928711,0.7526675633021763,88.8598403930664,0.7799167633056641
