origin_preds,orig_preds_scaled,preds_eps=2.0,preds_scaled=2.0,preds_eps=4.0,preds_scaled=4.0,preds_eps=6.0,preds_scaled=6.0,preds_eps=8.0,preds_scaled=8.0,preds_eps=10.0,preds_scaled=10.0
60.50432205200195,0.728206373522368,75.81493377685547,0.9953791766459104,76.88790130615234,1.014102644239138,77.30491638183594,1.0213796289029387,77.41879272460938,1.0233667906346182,77.5443115234375,1.0255571152232286
67.62841033935547,0.8525229371997115,76.84546661376953,1.0133621515718727,77.5752182006836,1.0260964420472292,77.87225341796875,1.0312797575838424,78.1848373413086,1.0367344007105108,78.19039154052734,1.0368313224404226
59.81095504760742,0.7161070002584802,75.71411895751953,0.9936199407406164,76.39875030517578,1.0055668752946842,76.49172973632812,1.0071893823309956,76.44573211669922,1.0063867159716027,76.4212875366211,1.0059601538525955
67.13007354736328,0.843826874625019,74.54280853271484,0.9731803727372753,76.2411880493164,1.0028173868796602,76.53788757324219,1.0079948445095204,76.68152618408203,1.0105013629285433,76.71686553955078,1.0111180407485314
62.803775787353516,0.768332235974324,68.65044403076172,0.8703576005774298,69.94461822509766,0.8929411624523355,69.82483673095703,0.8908509548155022,70.7247085571289,0.9065538726721394,69.24449920654297,0.8807239653821675
32.738956451416016,0.24369597703594045,70.95242309570312,0.910527530464277,71.5677490234375,0.9212650735423581,71.68573760986328,0.923323994631761,71.56721496582031,0.9212557541452512,71.37638092041016,0.9179256672904672
61.80652618408203,0.7509300591894881,72.6477279663086,0.940110891506175,74.79630279541016,0.9776038911411875,75.81935119628906,0.9954562613734089,76.24848175048828,1.0029446632172916,76.40882110595703,1.0057426124972715
55.15562438964844,0.6348706810502242,74.91166687011719,0.9796170140505222,75.5482406616211,0.9907253359992134,75.53156280517578,0.9904343045409894,75.64897918701172,0.9924832405620635,75.80504608154297,0.9952066346651883
61.20573806762695,0.7404462034140813,75.6158676147461,0.9919054379414357,76.01619720458984,0.9988912580127677,76.2630386352539,1.0031986833555768,76.2708740234375,1.0033354122245595,76.4114990234375,1.0057893426170506
58.49540328979492,0.6931503962308098,71.63770294189453,0.9224857814291175,73.66813659667969,0.9579171972898395,73.94617462158203,0.9627690085579358,74.0215072631836,0.9640835760869861,74.07425689697266,0.9650040662526591
66.46299743652344,0.8321862819672795,75.92224884033203,0.9972518429274196,75.7964859008789,0.9950572580429892,75.93416595458984,0.997459798617148,75.78180694580078,0.9948011077567939,75.90383911132812,0.9969305899957204
70.12311553955078,0.8960559712339501,76.92354583740234,1.0147246474289016,77.6774673461914,1.0278807071904674,77.7359390258789,1.0289010480394285,78.03399658203125,1.0341022035647893,78.07791137695312,1.0348685242754652
71.09185791015625,0.9129606919146441,75.91157531738281,0.9970655881195261,75.90480041503906,0.9969473649105128,75.92359161376953,0.9972752745544313,77.15345001220703,1.0187365147491774,76.8786849975586,1.013941818071922
