origin_preds,orig_preds_scaled,preds_eps=10.0,preds_scaled=10.0
72.72454833984375,0.8348189613820376,148.5868377685547,1.8022049978452908
69.13457489013672,0.7890400874161533,147.32302856445312,1.7860890674402314
81.72225189208984,0.9495565054533672,143.9326934814453,1.7428559559307863
76.03272247314453,0.8770043671593238,144.07485961914062,1.7446688400066566
73.39295959472656,0.8433424546678043,137.9391326904297,1.6664268491692416
66.48453521728516,0.7552471265801991,141.26641845703125,1.7088559640057772
72.51927185058594,0.8322013023208934,142.53866577148438,1.7250794960952798
72.67243957519531,0.834154477200531,143.9677276611328,1.743302707228221
81.39065551757812,0.945328031664082,141.78524780273438,1.7154720082633423
67.16593170166016,0.7639362058215916,128.90985107421875,1.5512866257381381
66.89254760742188,0.7604500474502998,140.32765197753906,1.6968849360998253
78.48649597167969,0.9082945672969975,144.56707763671875,1.750945540073139
63.65766143798828,0.7191992002451295,142.9366455078125,1.7301544818704053
61.47093963623047,0.6913144085708925,137.3341522216797,1.6587122170086643
67.76515197753906,0.7715773847527343,134.74594116210938,1.625707686598322
64.74501037597656,0.7330649323143084,114.57221984863281,1.3684550193096865
68.50885009765625,0.7810609263405665,135.95680236816406,1.6411484310268583
59.85786056518555,0.6707446343023955,123.36955261230469,1.4806374611761983
62.10817337036133,0.6994403301717799,134.8589630126953,1.6271489265199675
65.40140533447266,0.7414351953532416,142.06719970703125,1.7190674222328526
78.05953216552734,0.9028499804376051,132.2816162109375,1.5942829357105717
68.9097900390625,0.7861736602653879,130.50991821289062,1.5716904735393498
59.38465118408203,0.6647103298930468,149.44822692871094,1.8131893202506808
68.98770141601562,0.7871671759991427,144.16134643554688,1.7457717086276752
67.17242431640625,0.7640189987994045,145.0401153564453,1.7569776554789616
71.27626037597656,0.8163505818541629,144.9390106201172,1.7556883810465567
68.72307586669922,0.7837927054522095,135.50767517089844,1.6354212194899729
70.90064239501953,0.8115607502717161,145.48634338378906,1.7626678971785155
52.37101745605469,0.5752733858664993,126.61273193359375,1.5219940615739451
76.04461669921875,0.8771560407814276,148.0717010498047,1.7956360414858004
77.86508178710938,0.9003703745321795,135.06117248535156,1.629727475384777
50.689762115478516,0.553834236686444,135.017822265625,1.6291746790276291
77.20057678222656,0.8918966932377643,140.47378540039062,1.6987484104794117
76.52632141113281,0.8832986765430614,141.94284057617188,1.717481610789433
65.66127014160156,0.7447489575357151,134.7484588623047,1.625739791983373
66.04033660888672,0.7495827637667769,129.6643524169922,1.560907928614552
60.26549530029297,0.6759427393647385,138.89857482910156,1.6786615303887928
68.11080169677734,0.7759850649640305,127.55162048339844,1.5339666461046269
57.39080047607422,0.6392850052917944,133.927734375,1.6152740201910767
63.58568572998047,0.7182813753888583,141.1912841796875,1.707897861484624
67.62722778320312,0.7698185933862226,128.64724731445312,1.547937936788291
70.69891357421875,0.80898833061678,137.31764221191406,1.6585016835139674
66.81793212890625,0.7594985605842479,130.7743682861328,1.5750627064382339
71.0081787109375,0.8129320393695689,147.32980346679688,1.7861754601127318
75.92112731933594,0.8755813202892072,135.99038696289062,1.6415766974056272
78.49723052978516,0.9084314529841688,153.5376739501953,1.8653374161654213
73.6222152709961,0.8462658931992962,132.08990478515625,1.5918382565725195
68.82081604003906,0.7850390754155009,139.68292236328125,1.6886634280116275
72.63399505615234,0.8336642376997094,140.70272827148438,1.7016678601600337
64.14350128173828,0.7253945666694832,123.93666076660156,1.4878691505143744
69.28311157226562,0.7909342078451065,147.21556091308594,1.784718653943789
63.63475036621094,0.718907041241167,135.86563110351562,1.6399858269318357
64.74688720703125,0.7330888654195281,116.97407531738281,1.399083167491994
60.65522003173828,0.6809124583925155,150.06130981445312,1.8210072733776943
62.85163116455078,0.7089208071546753,134.53135681152344,1.6229713349015356
67.89885711669922,0.7732823752770245,130.04483032226562,1.5657597333190514
71.26695251464844,0.8162318892185204,124.04698181152344,1.4892759501138744
57.99345779418945,0.6469700129379837,137.1017608642578,1.6557487926794274
62.777076721191406,0.7079700986009884,134.63235473632812,1.6242592472873016
74.9708480834961,0.8634634832134319,141.01927185058594,1.7057043826623333
72.7154312133789,0.8347027009725354,126.2916259765625,1.5178993602223716
62.64397430419922,0.7062727939113013,146.3914031982422,1.774209102080969
61.57272720336914,0.6926123903728792,142.18695068359375,1.7205944710927248
65.5157470703125,0.7428932662797774,130.46524047851562,1.571120748888266
59.418312072753906,0.6651395691622718,136.00091552734375,1.641710956288567
82.08233642578125,0.9541482565389549,148.93580627441406,1.8066549987914269
64.14982604980469,0.7254752192882927,122.16902160644531,1.4653284461154161
72.56120300292969,0.8327360029155582,138.7593994140625,1.6768867836188013
72.58423614501953,0.8330297185442503,143.72254943847656,1.740176226458544
62.0720100402832,0.6989791800955952,130.01136779785156,1.565333023565012
62.0303840637207,0.6984483710627549,129.44363403320312,1.558093356525096
77.75454711914062,0.8989608508394026,141.0180206298828,1.7056884272588535
48.505828857421875,0.525985004158377,137.57423400878906,1.6617737086958748
73.85435485839844,0.8492261069900282,140.5050506591797,1.6991471009883157
64.11646270751953,0.7250497742918464,146.42263793945312,1.7746074034336903
68.81159973144531,0.7849215502484057,121.77388000488281,1.4602896518652573
55.8640251159668,0.6198157647072216,129.36643981933594,1.5571089859616285
66.86979675292969,0.760159931516295,141.99551391601562,1.7181532943603146
72.1147689819336,0.8270431344117727,131.2397918701172,1.5809977273765392
81.51045227050781,0.9468556642582276,128.14488220214844,1.5415318422911493
69.58438873291016,0.7947760549671433,117.49028015136719,1.4056657443178697
71.300537109375,0.8166601555972893,138.4621124267578,1.6730958186676177
66.47195434570312,0.7550866969439906,139.27098083496094,1.6834104032830384
69.30821228027344,0.7912542888051587,137.85702514648438,1.6653798244604021
62.42608642578125,0.7034943160577661,138.2475128173828,1.6703592723927398
73.2906265258789,0.8420375166990566,142.71890258789062,1.7273778525087367
76.68476104736328,0.8853190781532145,131.95584106445312,1.5901286934630858
69.0279541015625,0.7876804730037735,130.91331481933594,1.5768345345368573
70.02252197265625,0.8003630729893066,129.9583740234375,1.564657253854215
62.51520538330078,0.7046307493995199,121.22142028808594,1.4532447574946494
85.8524398803711,1.0022241248716575,146.56649780273438,1.7764418856776856
62.62477111816406,0.7060279173835046,131.4071044921875,1.583131276146735
67.69517517089844,0.7706850496264125,137.1259765625,1.6560575881101889
76.3382797241211,0.880900793435947,130.35647583007812,1.56973379625407
54.80492401123047,0.6063102453294084,139.7536163330078,1.6895649083082365
70.65898895263672,0.8084792170411104,137.6013946533203,1.6621200576982413
74.10567474365234,0.8524309054414201,135.5325164794922,1.6357379926224744
72.86373901367188,0.8365939027301204,149.3886260986328,1.8124292982263865
61.55683898925781,0.6924097859353994,149.69520568847656,1.8163387612351214
71.6788330078125,0.8214841356347446,147.03990173339844,1.7824786709576974
62.449432373046875,0.7037920205373284,131.40646362304688,1.583123103866904
79.04048156738281,0.915358919476727,142.50856018066406,1.7246955935213084
72.27810668945312,0.8291259955892065,144.57736206054688,1.7510766857066193
63.205020904541016,0.7134271871027414,139.53704833984375,1.6868032614595916
72.9539794921875,0.8377446375615785,136.9371337890625,1.6536494896532856
71.62503051757812,0.820798053285113,147.99790954589844,1.7946950618366742
74.83317565917969,0.8617079023854253,134.00112915039062,1.6162099408098312
72.33597564697266,0.8298639330001475,147.5315399169922,1.7887479770567136
72.03268432617188,0.82599640157007,141.72579956054688,1.7147139320199605
85.0254135131836,0.9916779923276886,139.3642578125,1.6845998591546487
56.841434478759766,0.632279561629181,143.9280242919922,1.742796415034874
68.6674575805664,0.783083468309723,140.6173858642578,1.7005795848958563
72.41143798828125,0.8308262189502619,119.70553588867188,1.4339143970226829
64.37936401367188,0.7284022575144721,138.65882873535156,1.675604319419589
69.56504821777344,0.7945294272365255,146.37109375,1.773950118641559
74.61824035644531,0.8589670753925406,139.1589813232422,1.6819822000935045
69.3497085571289,0.7917834439242237,138.5368194580078,1.674048473002217
61.366519927978516,0.6899828620481708,143.6300506591797,1.7389966940695858
58.31938934326172,0.6511262496109046,138.63250732421875,1.6752686722122396
72.83732604980469,0.8362570880542235,137.85523986816406,1.6653570588237296
65.87394714355469,0.7474609869710996,146.4649658203125,1.7751471630587268
77.43174743652344,0.894844551319704,120.91683959960938,1.4493607842158642
53.89632034301758,0.5947238496652697,136.79640197753906,1.65185489591799
74.21808624267578,0.8538643622394168,142.42469787597656,1.7236261923319791
49.951751708984375,0.5444232240821131,127.74708557128906,1.5364591914531185
60.58314895629883,0.6799934174231741,132.662353515625,1.5991380482426218
76.45468139648438,0.882385132404797,149.06094360351562,1.8082507337174987
84.60148620605469,0.9862721265084484,146.20498657226562,1.7718319415405692
73.32781219482422,0.8425117035073528,146.66554260253906,1.777704892067776
54.17505645751953,0.598278256302056,109.3226547241211,1.3015132484087526
60.55404281616211,0.6796222597141774,138.02772521972656,1.6675565695668482
66.20356750488281,0.7516642628975723,142.48818969726562,1.7244358317695336
64.9848403930664,0.7361232134630138,135.41775512695312,1.6342745707984303
63.74113845825195,0.7202636883376556,146.90228271484375,1.78072377115301
58.49749755859375,0.6533974623806367,131.23956298828125,1.5809948087051708
75.71818542480469,0.8729934316760193,145.39419555664062,1.7614928400856553
57.402565002441406,0.6394350250001228,133.19955444335938,1.6059883645220123
64.34173583984375,0.7279224279415306,116.68931579589844,1.3954519511536998
57.29312515258789,0.6380394622853907,147.5125732421875,1.7885061164893306
72.96497344970703,0.8378848310763004,139.067138671875,1.6808110345624685
76.35496520996094,0.8811135645786929,142.88040161132812,1.7294372670261788
66.48531341552734,0.7552570500628512,147.83465576171875,1.792613270838742
78.15423583984375,0.9040576293607443,143.63101196289062,1.7390089524893324
