,origin_preds,orig_preds_scaled,preds_eps=10.0,preds_scaled=10.0
0,92.12698364257812,0.8382586070469448,93.9632339477539,0.8710487910679409
1,89.13542938232422,0.7848379952566964,93.73670196533203,0.8670035770961216
2,90.5619888305664,0.8103122711181641,93.5341567993164,0.863386699131557
3,93.1036148071289,0.8556984492710659,93.56537628173828,0.8639441898890904
4,90.34042358398438,0.8063557488577706,92.03080749511719,0.8365411758422852
5,79.08683013916016,0.6053987230573382,92.37653350830078,0.8427148546491351
6,91.05695343017578,0.8191509246826172,92.6698226928711,0.847952161516462
7,82.82707977294922,0.6721888950892857,92.79669952392578,0.8502178192138672
8,89.10635375976562,0.7843187877110073,93.36192321777344,0.8603110994611468
9,78.76244354248047,0.5996061052594867,90.98223114013672,0.8178165980747768
10,91.57164764404297,0.8283418927873883,93.01776885986328,0.8541654859270368
11,79.96873474121094,0.6211470195225307,92.4166259765625,0.84343079158238
12,92.6855239868164,0.8482325417654855,94.27635955810547,0.8766403198242188
13,93.0275650024414,0.8543404170445034,94.03153228759766,0.8722684042794364
14,91.81916809082031,0.8327619007655552,94.86046600341797,0.887070792061942
15,89.88920593261719,0.7982982907976423,93.54007720947266,0.8634924207414899
16,75.52025604248047,0.5417098999023438,89.8125991821289,0.7969303131103516
17,86.23184204101562,0.7329882213047573,92.46040344238281,0.844212532043457
18,93.66510009765625,0.8657249723161969,94.76686096191406,0.8853992734636579
19,65.91757202148438,0.3702333995274135,83.48870086669922,0.6840035574776786
20,65.00662231445312,0.353966440473284,82.82658386230469,0.672180039542062
21,90.2916030883789,0.8054839542933873,92.8825454711914,0.8517507825578962
22,91.9207763671875,0.8345763342721122,93.82552337646484,0.8685896737234933
23,58.07209014892578,0.23013550894601004,83.79267120361328,0.6894315992082868
24,91.0697250366211,0.8193789890834263,92.68772888183594,0.8482719148908343
25,77.29989624023438,0.5734891891479492,90.9676284790039,0.8175558362688337
26,80.34940338134766,0.6279446738106864,91.31834411621094,0.8238186155046735
27,81.31861114501953,0.645251955304827,92.0598373413086,0.837059565952846
28,92.48113250732422,0.8445826939174107,93.6884765625,0.8661424091884068
29,57.706756591796875,0.223611695425851,86.35004425048828,0.7350989750453404
30,92.45401763916016,0.8440984998430524,93.92314910888672,0.8703329903738839
31,80.98664855957031,0.6393240519932338,91.6777572631836,0.8302367074148995
32,89.61642456054688,0.7934271948678153,92.69752502441406,0.8484468460083008
33,93.13126373291016,0.8561921800885882,94.82945251464844,0.886516979762486
34,90.86090850830078,0.8156501225062779,93.3713150024414,0.8604788099016462
35,91.87168884277344,0.8336997713361468,93.5672836303711,0.8639782496861049
36,60.68560028076172,0.27680533272879465,87.10823822021484,0.7486381530761719
37,88.80943298339844,0.7790166309901646,92.61334991455078,0.8469437190464565
38,90.40387725830078,0.8074888501848493,93.37651824951172,0.8605717250279018
39,92.96359252929688,0.8531980514526367,94.46220397949219,0.8799589702061245
40,92.01007843017578,0.8361710139683315,95.6744613647461,0.9016064235142299
41,91.89850616455078,0.8341786520821708,94.3541030883789,0.8780285971505302
42,74.89909362792969,0.5306177139282227,88.83584594726562,0.7794882910592216
43,91.14488983154297,0.8207212175641742,93.73804473876953,0.8670275551932198
44,89.773193359375,0.7962266377040318,93.08232879638672,0.8553183419363839
45,83.58458709716797,0.685715811593192,92.42096710205078,0.8435083116803851
46,84.5783920288086,0.7034623282296317,92.33769989013672,0.8420213971819196
47,91.34967803955078,0.8243781498500279,93.26101684570312,0.8585091999598912
48,83.69302368164062,0.6876521791730609,91.7589340209961,0.831686292375837
49,91.18390655517578,0.8214179447719029,93.28536224365234,0.8589439392089844
50,82.71455383300781,0.6701795033046177,91.74019622802734,0.8313516889299665
51,86.06781005859375,0.7300590787615094,92.15199279785156,0.838705199105399
52,80.56620025634766,0.6318160465785435,90.62622833251953,0.8114594050816127
53,81.99702453613281,0.6573664801461356,91.86146545410156,0.833517210824149
54,89.85643005371094,0.797713007245745,92.83848571777344,0.850964001246861
55,64.8403549194336,0.3509973798479353,85.34477233886719,0.7171476909092495
56,91.90584564208984,0.8343097141810826,93.59524536132812,0.8644775663103376
57,76.93733215332031,0.5670148304530552,91.09687042236328,0.8198637281145368
58,92.44562530517578,0.8439486367361886,93.81340789794922,0.8683733258928571
59,93.14213562011719,0.8563863209315709,95.0048599243164,0.8896492549351284
60,92.41385650634766,0.8433813367571149,93.70613861083984,0.8664578029087612
61,58.49224090576172,0.23763820103236608,87.95056915283203,0.7636797768729073
62,90.29676055908203,0.8055760519845145,93.0696029663086,0.8550910949707031
63,93.01309967041016,0.8540821075439453,94.15962219238281,0.8745557240077427
64,92.60550689697266,0.8468036651611328,93.5304183959961,0.8633199419294085
65,91.16283416748047,0.8210416521344867,92.69178009033203,0.848344257899693
66,91.4658203125,0.8264521190098354,93.81259155273438,0.8683587482997349
67,93.21782684326172,0.8577379499162946,94.41645812988281,0.8791420800345284
68,90.27779388427734,0.8052373613630023,93.43848419189453,0.8616782597133091
69,89.25425720214844,0.7869599206107003,94.38052368164062,0.8785003934587751
70,87.05684661865234,0.747720445905413,92.67205047607422,0.847991943359375
71,92.09271240234375,0.837646620614188,93.52825164794922,0.86328125
72,53.424560546875,0.14714390890938894,73.80107879638672,0.5110103062220982
73,95.45227813720703,0.8976388658796038,97.47993469238281,0.9338470186505999
74,92.39984130859375,0.8431310653686523,94.20160675048828,0.8753054482596261
75,87.19950103759766,0.7502678462437221,93.08158111572266,0.8553049904959542
76,90.18034362792969,0.803497178213937,93.10465240478516,0.8557169778006417
77,92.62605285644531,0.8471705572945731,94.67259979248047,0.8837160382952008
78,89.71764373779297,0.7952346801757812,93.34626007080078,0.8600314004080636
79,88.99866485595703,0.782395771571568,93.15689086914062,0.8566498075212751
80,87.1273422241211,0.7489792960030692,93.20067596435547,0.8574316842215401
81,55.43328094482422,0.183013916015625,85.3536605834961,0.717306409563337
82,90.73168182373047,0.8133425031389508,93.43900299072266,0.8616875239780971
83,84.33745574951172,0.6991598946707589,92.46051788330078,0.8442145756312779
84,91.34282684326172,0.8242558070591518,93.5321273803711,0.8633504595075335
85,90.68732452392578,0.8125504084995815,92.8605728149414,0.8513584136962891
86,92.73160552978516,0.849055426461356,93.78147888183594,0.8678031648908343
