,image_num,clear_val,attacked_val
0,0.0,0.5751049378382878,0.6272222461938046
1,1.0,0.6229914653831924,0.7117361385934569
2,2.0,0.6958479940132583,0.7402135835794802
3,3.0,0.5565369458794299,0.6679630406768058
4,4.0,0.419483886642179,0.4264016694096239
5,5.0,0.7788827226577179,0.8005895411407766
6,6.0,0.5815276962475636,0.719827513686074
7,7.0,0.4776062709444992,0.48047905042908945
8,8.0,0.7445865553421012,0.7752989280368979
9,9.0,0.5390838605918669,0.5715867771642127
10,10.0,0.44194064843702946,0.4746104649159611
11,11.0,0.4687332657334708,0.47130052158585534
12,12.0,0.19572373982017235,0.2454669961220777
13,13.0,0.08502705980204987,0.15014040281060004
14,14.0,0.46818794801143365,0.4838022563949652
15,15.0,0.41152529891042716,0.4157933720792817
16,16.0,0.6628586969401992,0.7139139177254502
17,17.0,0.3849118781373479,0.4245136255369053
18,18.0,0.2736143745558324,0.3060918526280065
19,19.0,0.4669167877678811,0.5838606522431443
20,20.0,0.17711322290018863,0.1789695894000668
21,21.0,0.679935487641558,0.7183093544610274
22,22.0,0.31041474737476277,0.3765743694552522
23,23.0,0.543008675011568,0.5699580490151596
24,24.0,0.3565171988411636,0.4059947194181733
25,25.0,0.27365156628709636,0.3474373045622823
26,26.0,0.7852512707979863,0.8131095655321525
27,27.0,0.6362305242520678,0.7057720580777058
28,28.0,0.5027120580744858,0.5947806517021738
29,29.0,0.4798389823440709,0.515850057268826
30,30.0,0.6568618623429373,0.7730747976029203
31,31.0,0.37912840292265826,0.4136903487296367
32,32.0,0.4422946943982812,0.46589948926575797
33,33.0,0.5361585940752767,0.5885297037960361
34,34.0,0.3070829478649209,0.34175107525964177
35,35.0,0.6400766483745602,0.6558551095481638
36,36.0,0.6224351591951,0.6321996892477898
37,37.0,0.41937581326724055,0.4628683631677566
38,38.0,0.5933050375636484,0.6162474050314777
39,39.0,0.2476167103897597,0.2669909860767683
40,40.0,1.0,1.0046580630868363
41,41.0,0.6267975600936265,0.7950691765446803
42,42.0,0.6250479990687577,0.6488160008327083
43,43.0,0.11488904144833299,0.12228150179888837
44,44.0,0.3498950581366331,0.3765852774197247
45,45.0,0.5904953310691994,0.6606804046106154
46,46.0,0.5762566941091194,0.5982739776379482
47,47.0,0.3448887854532995,0.419243388163498
48,48.0,0.39424462788787357,0.4355242295274009
49,49.0,0.6301631098920666,0.6882845382380908
50,50.0,0.5453066530694125,0.562487280749914
51,51.0,0.29114544575175433,0.33113380200281484
52,52.0,0.5248078708973575,0.7190298436272853
53,53.0,0.5853699764194763,0.620460817625596
54,54.0,0.7131453791769453,0.7810656513753373
55,55.0,0.572353232734262,0.5918975680149823
56,56.0,0.5535073291861065,0.5878625670537934
57,57.0,0.7721471174878739,0.7668005620982768
58,58.0,0.6443220502851527,0.6622986474285056
59,59.0,0.7604645038937006,0.8184482015785393
60,60.0,0.8556224287794445,0.9097138221056702
61,61.0,0.6628676326158924,0.6987472082051077
62,62.0,0.2780007448006443,0.3124606548513956
63,63.0,0.49080541109099274,0.5078337096513992
64,64.0,0.05883466230713024,0.0685417846685702
65,65.0,0.394605516483665,0.4207000240538729
66,66.0,0.4187119569644977,0.4419964762847168
67,67.0,0.0,0.04240718731011698
68,68.0,0.3658284949198672,0.3714855826495261
69,69.0,0.2843784021981441,0.2889308472083177
70,70.0,0.5163660522893201,0.6549810837380685
71,71.0,0.22786995387903317,0.26784188780719803
72,72.0,0.5387977177157256,0.5584523804157037
73,73.0,0.690874233906687,0.6909836456204401
74,74.0,0.3338720230917181,0.37369269454576015
75,75.0,0.3448651984895327,0.5204174956988005
76,76.0,0.3594803413524717,0.43151553245839913
77,77.0,0.309296620640155,0.40607268520113626
78,78.0,0.4355358217553274,0.43312632887987845
79,79.0,0.5318099790728085,0.5433319693681817
80,80.0,0.13531595583232361,0.20196172697147574
81,81.0,0.6506823696542522,0.7195898327627916
82,82.0,0.4746694524507741,0.47603651020486354
83,83.0,0.37057599526521895,0.39731644753599143
84,84.0,0.47387858477573386,0.49362636768164125
85,85.0,0.6365568374180371,0.6579681452821725
86,86.0,0.39482069721454854,0.4342514995029832
87,87.0,0.5729350981749003,0.5998634008891882
88,88.0,0.6320278787446518,0.6392336659873407
89,89.0,0.7672165842156038,0.8459466014083269
90,90.0,0.4586720169091964,0.47566209734315795
91,91.0,0.34689029630700596,0.3730896169380482
92,92.0,0.7149293646911684,0.7427062345899844
93,93.0,0.5050242849124899,0.5386004687124157
94,94.0,0.40331908830991436,0.4326360339897003
95,95.0,0.5414165549573036,0.605120818385531
96,96.0,0.7198248873219344,0.7550174120898564
97,97.0,0.5406767051603769,0.5787558254970409
98,98.0,0.7644043243115745,0.8156894953524825
99,99.0,0.36576952751044994,0.39172762514856563
