,image_num,clear_val,attacked_val
0,0.0,0.66558531217486,0.8269154060937068
1,1.0,0.6433175918616698,0.9174228244830496
2,2.0,0.7506311000527168,1.0994585789160958
3,3.0,0.7637356660092962,1.2660968867590336
4,4.0,0.45957193982723055,0.48441984820125966
5,5.0,0.7363047801819153,0.8047369463404561
6,6.0,0.12383507995794338,0.21765908602765607
7,7.0,0.9821227834789886,1.1083706879478665
8,8.0,0.36692505739175374,0.5486400316875006
9,9.0,0.8777604525510371,1.0131687219840348
10,10.0,0.7861623816948852,0.9267282378570808
11,11.0,0.6291167946532994,0.8018750296373003
12,12.0,0.6240707836240341,0.7719197435990414
13,13.0,0.595856078504667,0.8682123620296713
14,14.0,0.06341683844676341,0.25455438060144503
15,15.0,0.27288068931466675,0.3887241597652423
16,16.0,0.5998839612720731,0.6435909523264921
17,17.0,0.7101095952312549,0.8380283458065653
18,18.0,0.6571083483728013,0.6968069824073053
19,19.0,0.4750140166973033,0.601264710558694
20,20.0,0.7613228414983507,0.9705551727889161
21,21.0,0.7102323285011731,0.8730268534815766
22,22.0,0.6089522762837407,0.9209486166007863
23,23.0,0.6706173762416269,0.8810240417739371
24,24.0,0.6765225201603304,0.8120758380032395
25,25.0,0.14180434643138515,0.3281078713866921
26,26.0,0.351047835291958,0.5898449376710236
27,27.0,0.6811333859598726,0.7419616681682916
28,28.0,0.44526235631141836,0.5569301061921746
29,29.0,0.7766700790234802,1.09756458140982
30,30.0,0.6803216727428895,0.8867116130777792
31,31.0,0.7789741172270059,0.930806329689455
32,32.0,0.5068800365968273,0.628567284331142
33,33.0,0.7081765462299967,1.0360612662168236
34,34.0,0.4088663629948079,0.5148409627867183
35,35.0,0.6480818742486071,0.7562851986465912
36,36.0,0.9633334356110581,1.1914164814045076
37,37.0,0.4188244942134016,0.5030362537342931
38,38.0,0.7243410757571132,0.8089377714427595
39,39.0,0.6875322523507619,0.754656193427632
40,40.0,0.6736773398121639,0.7940117321848436
41,41.0,0.48549655370557043,0.6912170398408864
42,42.0,0.7009938605471102,0.8052585627376168
43,43.0,0.43717311806661646,0.5867877634929884
44,44.0,0.7275739816625255,0.9361201223985387
45,45.0,0.6907037916212205,0.9675537864608527
46,46.0,0.8255290780220932,0.8498693169614602
47,47.0,0.6322464930362848,0.7824245957472906
48,48.0,0.5655911698991052,0.6426118755596264
49,49.0,0.7555962186995262,0.8375318339418778
50,50.0,0.8456182827941888,0.89562093271707
51,51.0,0.9363349056208983,1.1342897230412246
52,52.0,0.6961988948426852,1.0073863113352495
53,53.0,0.14984337561123,0.2644567239700889
54,54.0,0.5199594980209227,0.6371000359831616
55,55.0,0.0,0.06347820508171703
56,56.0,0.5423722667440243,0.6572785013151966
57,57.0,0.7854231926828631,0.8044635858756228
58,58.0,0.7689825132984335,0.8609125218618594
59,59.0,0.5671197569881173,0.7522601052716759
60,60.0,0.7007093425122914,0.7496631808558367
61,61.0,0.5901796647708105,0.6775852787021537
62,62.0,0.6688182180802833,0.7058027732140227
63,63.0,0.3198317438445165,0.4244869609847597
64,64.0,0.5014546681878219,0.5547432224735853
65,65.0,1.0,1.2364958535680417
66,66.0,0.4711256035547937,0.6139731827805219
67,67.0,0.6843635024727941,0.8662430509259434
68,68.0,0.7586561822700633,0.8649961924792373
69,69.0,0.6812477510522962,1.1120108451580268
70,70.0,0.5046792059157397,0.6630999634589645
71,71.0,0.4853570840806519,0.526941347443948
72,72.0,0.23263812374303097,0.4248021623370663
73,73.0,0.7446143804340806,0.9657462601220036
74,74.0,0.5425982075363804,0.8039865997584376
75,75.0,0.7281653328721562,0.8445527348598746
76,76.0,0.6155993986069792,0.710006387708828
77,77.0,0.29768117801624067,0.41390400584656745
78,78.0,0.25772591987190374,0.447005726622801
79,79.0,0.6283692374637717,0.8814508188261654
80,80.0,0.4693376029634468,0.5557306674179348
81,81.0,0.8245444224702347,0.9710851573635823
82,82.0,0.5908100674754018,0.6900343374216468
83,83.0,0.40914809163712484,0.6244919818912587
84,84.0,0.8722318766195938,1.125452927606895
85,85.0,0.6941737958889965,0.7587538110074974
86,86.0,0.36871584737560253,0.51809060504712
87,87.0,0.5577250830541576,0.5967877355990665
88,88.0,0.5944111731905907,0.849107812809445
89,89.0,0.45322607189380026,0.5465786706313204
90,90.0,0.6856689381619628,1.0520863261190325
91,91.0,0.7874985007015308,0.9070685995297043
92,92.0,0.38420255452565055,0.6962769978326391
93,93.0,0.6362241667387228,0.7962097734734294
94,94.0,0.8996181321669884,0.9636458475708628
95,95.0,0.5300208367619653,0.6649298049377848
96,96.0,0.6519340252886251,0.9275762131765336
97,97.0,0.48252864008747476,0.5681797261374497
98,98.0,0.17814176250554392,0.3070758519502114
99,99.0,0.05725785981070685,0.2133048443379577
