,image_name,clear_val,attacked_val_eps=2,attacked_val_eps=4,attacked_val_eps=6,attacked_val_eps=8,attacked_val_eps=10
0,10007357496.jpg,71.85608077216403,125.12758378945031,135.7474345739508,139.2389491987335,139.49184230104186,138.85272533445612
1,10020766793.jpg,73.01517277481695,120.20879995003864,129.98881573708394,133.7545924528273,135.209376383883,134.63937811085424
2,10020891105.jpg,57.359090824610234,112.95654799565344,120.44926330409389,123.60904692176044,124.45769393032697,124.4079196202329
3,10022757465.jpg,74.52878642223745,100.90787911823699,108.23175562997915,111.90922968823955,113.30071428273087,114.59565397456917
4,10039534103.jpg,67.55118032106705,94.30515757106346,96.93113411638919,99.4015866865766,102.36638035718147,105.1276541867299
5,10050349236.jpg,40.84787766666903,98.85866889088338,104.16687668774752,106.75106117786535,107.31240785931968,107.12679692345655
6,10086300493.jpg,68.13267970684028,106.06795883378317,119.93974872817208,127.30167786040069,131.23526447512313,133.48981724137448
7,10093057603.jpg,63.421451089593475,112.45845086539,118.46234011070996,120.43224776976967,122.41065213257514,122.44867156281259
8,10113730664.jpg,62.714190738747135,107.95394771408291,116.14005157794361,120.17700922319816,122.53350030756616,123.73061727216468
9,10126177964.jpg,65.12751908734423,99.09013768745776,103.4801012894419,104.34065529983968,105.44838539215435,106.05448082683228
10,10154367094.jpg,74.62811100824479,110.22635130259184,117.26760178062361,120.41072942499684,121.76545581871298,122.44544657695076
11,10154991453.jpg,76.6131119330404,122.02676264914459,130.95075766063565,133.4335818961404,133.5280800667713,132.67463706722327
12,10169304416.jpg,77.81792350370037,116.45878860257356,127.06476586298918,132.2775433963961,134.29150557930436,135.1516142871946
13,10173544123.jpg,70.72781974498449,102.57585508208058,108.02176092451225,110.7628329558318,111.85297774788097,111.92549291025296
14,10178183416.jpg,73.3763186401155,109.15373096201833,116.61107652843373,119.79469074488725,121.00377279425278,121.23780830341703
15,10186832194.jpg,68.52202829476896,110.01108487924103,118.62792626300558,121.99627187372354,123.83467976621776,124.22434435297554
16,10187102065.jpg,44.46844151129888,105.88083220988207,114.08296972986719,116.62176378861396,118.31673448831654,118.98629797665797
17,10187522803.jpg,67.72206100954278,107.14452051642625,114.04987351989911,117.21108984998114,117.75960296848609,118.84095234454843
18,10206674394.jpg,75.83208175926325,111.84782772757673,120.28104405871039,123.58491207902424,125.43445530006028,125.69791949667734
