,image_name,clear_val,attacked_val_eps=2,attacked_val_eps=4,attacked_val_eps=6,attacked_val_eps=8,attacked_val_eps=10
0,96e77c20bf94ecb1.png,80.66692300859847,106.05823050219355,106.32451088747098,104.77778216546199,103.68407211909013,101.48949420074001
1,957529a2abaa0581.png,79.92960277539231,106.18865129173068,102.89976416671877,98.89049735241224,97.03682380687749,94.90531820833277
2,b217644382dcd864.png,89.21339888053159,115.20007554864496,116.90858111536379,114.87201745775998,111.45962485155715,109.10595204408068
3,83d35591dfff99ac.png,72.52429811261818,103.31713280510543,113.70981411753101,117.69216508238483,118.25522953127138,116.28303994053145
4,d7ffed8f21024a14.png,75.90685217973976,100.40489995020772,98.2225049577527,94.34501774292653,92.30580066118162,89.53023519848654
5,3ece3c1f94e4141a.png,76.57370955795722,103.62636727688195,100.63071205090318,96.3189299195,92.04800838001145,90.46261955358115
6,cec46dbd1fa3473a.png,72.1387340080141,103.2238670864042,101.10344951965337,98.14769908226961,95.612491406237,94.33767802937496
7,0411ca972e637297.png,66.85934545590145,101.29009151639505,97.95564681076713,94.00748008031168,90.59994495217359,89.1870786249385
8,62c7958e7cd80cca.png,80.00929822681282,105.94199340594825,105.19011143783874,102.21719577143472,101.49341370763659,96.28501316737393
9,1f71668ab3dbe81b.png,77.09317617967604,112.24563755761056,110.90049774171868,106.94156752462636,102.19336131775876,98.6615111287523
10,694e7617a4878041.png,74.52263320386665,103.87800389935923,102.81631683062564,101.70595155476602,100.22677458901566,98.40065528395684
11,200735f93ea764f2.png,88.8562565505732,127.02601603674486,128.369682916924,129.22772324925901,125.87946575909018,124.73486275237772
12,0d65cb9d26de4d37.png,80.08384375288422,127.28156503325812,128.5358072401661,125.05818105739777,120.71272112469842,121.44749136024211
13,c96358fe7b8eaf28.png,71.91837141281269,103.97857366730906,100.16911967683166,97.61852998692734,94.14309002593119,93.87093216352402
14,d531a31add433f46.png,66.45032404762532,96.92894998967907,97.03543289906159,93.9169034500545,89.08576703948685,87.98604042520367
15,412311ea17528b7c.png,72.93057426117308,106.83341195943446,102.7546603836482,98.92759536036338,96.76477650380954,94.5482935705742
16,69a3493d13953e1f.png,67.58639169502906,101.55269134560582,106.89827819367935,105.10010543642912,104.41627452481987,101.52304361054547
17,ebdfdcba5dc3b72a.png,81.3166552801365,99.56761980863251,96.00557265429994,91.4989207714595,88.26122797014828,86.99539843120482
18,bb03be3702584eeb.png,81.152446129964,108.91761242651754,111.2191725544918,110.50775173810366,109.19668916370122,106.96389337828663
