,image_name,clear_val,attacked_val_eps=2,attacked_val_eps=4,attacked_val_eps=6,attacked_val_eps=8,attacked_val_eps=10
0,10007357496.jpg,65.71611944126404,83.14081738196005,82.9146587517567,80.556289536232,77.12052034827121,74.10153841897116
1,10020766793.jpg,74.5034360607896,87.5722265710881,85.18937558364783,80.8625371262737,77.22073416821019,73.19727801725465
2,10020891105.jpg,58.75333701336149,77.48733644644038,76.07938811135092,73.83318270998458,72.90338847789869,72.11769312465023
3,10022757465.jpg,73.787136971896,83.05746073826052,83.74635055310475,81.8088564331977,80.69368416853227,79.50723049944071
4,10039534103.jpg,64.58321591108697,70.56004382066159,69.18406852778372,67.55377507237789,66.38143975300561,66.85697704241261
5,10050349236.jpg,36.37247997424834,59.02360937569098,56.47558056481238,55.01137942374744,55.33744805362967,57.745499962005375
6,10086300493.jpg,65.82847314308496,81.66903931914277,82.69784259455116,82.09841491778214,81.50308073419828,79.38785499426821
7,10093057603.jpg,64.14989448722129,77.88133314543123,71.85614428234187,69.20476143480681,66.7037728481474,66.93516106538083
8,10113730664.jpg,67.61862615332048,79.90370947459911,75.01624345016091,71.50242639272612,69.60240397691875,66.68294580771162
9,10126177964.jpg,67.52668779932227,76.32265764003218,73.77635539282579,70.74708640041078,70.8109282486277,68.82696255744838
10,10154367094.jpg,72.24425284772825,84.75229943426733,81.4763025336147,77.6817006096382,74.66628129610076,71.34690758905923
11,10154991453.jpg,77.8477319175173,92.5826428369505,91.4492930707664,89.67423612970418,86.88042137459915,83.7542967457583
12,10169304416.jpg,77.22449798409185,88.0422155046017,85.8620255591641,82.7533204972569,80.20730833375629,78.1216161855984
13,10173544123.jpg,65.41134913683541,74.8561608783318,71.5306057218496,67.79503219585234,64.87536939238758,61.25132466792396
14,10178183416.jpg,72.92024080594248,82.99752734376185,82.55665990539104,81.09565776541574,80.06459846296964,79.51973561206086
15,10186832194.jpg,55.30071569936506,76.73795084640327,72.93334709482195,71.1750172367495,69.15304896404795,68.94006611352825
16,10187102065.jpg,49.23092343638994,71.73669120603914,68.7332954176883,65.9504864707018,65.83414593599979,64.72451495694244
17,10187522803.jpg,66.30999835812337,76.19426772310015,71.18990200539616,68.23290748948081,67.6407238250302,66.23111700301563
18,10206674394.jpg,79.31492197119414,88.26115678756265,86.67564651929756,85.36915475829606,82.43539198785382,81.54783281208366
19,10209917915.jpg,43.296058882167074,58.88655795524038,54.22435970505672,50.470680592442804,49.44424323650661,50.558335969609594
20,10226524916.jpg,32.719269211844484,54.37075905272523,51.33689801100676,48.742634988434084,48.90292684070831,49.8186475688846
21,10246318724.jpg,72.94812277906672,77.4773410830964,74.94833962203049,72.6362739069959,71.23099531163874,70.33554165730183
22,10273804555.jpg,67.461096560512,82.3818905329039,83.5346912599947,83.01789622970966,82.05329276096293,81.0329479708807
23,10279904885.jpg,44.55142965227776,50.263688495668625,39.74735420890859,38.70294782386624,39.705139353408015,42.833124073309314
24,1029470257.jpg,47.25479162133187,67.70207046855784,67.93135618494883,66.75413469240428,65.42676175278235,63.57021876350493
25,10299438733.jpg,59.906276722060625,80.4539861439723,77.57481890462935,74.97994662547129,73.07459523462322,71.9115236050696
26,10319186405.jpg,52.97792254344489,70.37182555346976,66.70181215702742,64.82513683334776,64.23714968623965,63.47965224686462
27,10330831494.jpg,53.43913785891574,74.19201544600028,70.4271466978498,67.30036190636935,66.33097811672181,66.03123559317976
28,10335072144.jpg,70.89651667838675,83.9612177356631,85.19413166357043,84.93050940959348,83.13646370227555,82.31840825919693
29,10342569703.jpg,42.54847842697316,64.98415643828285,61.28430855892644,56.135372980379415,55.74962791036742,55.73782982627808
30,10349956885.jpg,68.65934912172551,82.2255523841739,81.08685667426437,79.32982047639511,77.17565887728216,75.17344942591043
31,10350497833.jpg,55.05149177840557,70.3620111894297,64.09268658670477,60.32513355423509,54.23145665544072,52.02140101682962
32,10351189716.jpg,59.983208900513034,75.22794960916215,72.20937654436105,68.4965337836208,65.37671726333173,63.00649340143522
33,10362672006.jpg,72.23315775200666,85.03565707662851,86.58586116817969,86.51327559912647,85.08775901910376,84.08020376911921
34,10366373284.jpg,77.9173520069042,95.19921079159649,92.55049606772849,88.5476673731549,86.21084353905329,82.74629061357925
