origin_preds,preds_eps=2.0,preds_eps=4.0,preds_eps=6.0,preds_eps=8.0,preds_eps=10.0
90.31226348876953,49.408226013183594,61.031490325927734,67.4299545288086,72.05165100097656,77.68917846679688
94.07059478759766,50.07316970825195,62.47346496582031,69.5182113647461,74.3338394165039,76.88074493408203
87.0294189453125,49.620384216308594,59.02956771850586,64.26567077636719,67.902099609375,72.73702239990234
90.34163665771484,48.98357391357422,60.23994064331055,65.91609954833984,72.40564727783203,75.8464584350586
98.42305755615234,46.01142120361328,55.809715270996094,66.74348449707031,69.7330093383789,70.88861083984375
98.7056884765625,49.70655822753906,58.56959915161133,67.11489868164062,72.06778717041016,77.590087890625
96.13487243652344,46.94094467163086,58.539493560791016,64.51699829101562,68.68539428710938,74.31922149658203
96.70610809326172,39.91263961791992,55.16057205200195,64.52862548828125,69.72035217285156,74.11708068847656
81.69775390625,47.956298828125,59.187294006347656,64.77050018310547,71.47399139404297,75.75059509277344
88.55615997314453,50.404937744140625,60.92249298095703,67.8516845703125,71.42974853515625,77.32783508300781
86.251708984375,46.3528938293457,60.608680725097656,66.932373046875,72.93372344970703,75.4302978515625
69.5604476928711,46.39015579223633,61.04631042480469,70.72128295898438,73.72872161865234,77.33797454833984
72.69117736816406,44.875518798828125,61.286685943603516,69.12608337402344,73.78816223144531,77.84616088867188
83.8348388671875,48.962852478027344,60.77388000488281,68.51647186279297,72.70701599121094,73.83159637451172
82.57479858398438,47.6943359375,60.592079162597656,66.13999938964844,71.39000701904297,76.04340362548828
85.92379760742188,44.045467376708984,57.3161506652832,66.2856674194336,70.04769897460938,75.52919006347656
68.98632049560547,41.78769302368164,53.92829513549805,63.01161193847656,70.04570007324219,70.6500015258789
90.28311920166016,48.22328186035156,60.3596076965332,67.13351440429688,71.69763946533203,75.37313079833984
99.452392578125,48.59164047241211,60.337921142578125,64.60567474365234,69.51030731201172,75.04179382324219
61.80005645751953,46.44383239746094,59.251441955566406,66.96422576904297,72.18111419677734,73.88321685791016
99.46591186523438,46.053585052490234,56.595664978027344,63.6026725769043,68.62589263916016,71.68546295166016
59.3057861328125,47.716941833496094,58.87749099731445,67.82113647460938,71.3084487915039,75.22346496582031
93.29536437988281,48.17376708984375,60.90134811401367,67.01209259033203,71.1820297241211,76.65851593017578
104.05667877197266,48.530723571777344,59.796478271484375,66.98303985595703,69.89714813232422,74.0155258178711
71.85790252685547,46.550987243652344,59.91968536376953,66.47734069824219,72.52093505859375,73.81963348388672
93.22749328613281,49.11516571044922,58.39406967163086,67.92465209960938,71.52017211914062,75.9471435546875
106.20429229736328,48.5740852355957,56.84965515136719,65.83695220947266,68.69506072998047,74.95443725585938
83.8118667602539,49.870025634765625,59.56999206542969,63.57781982421875,73.02823638916016,74.10936737060547
88.24653625488281,46.403072357177734,56.99210739135742,62.358211517333984,70.23876953125,73.53902435302734
98.01057434082031,42.98042678833008,55.48461151123047,61.7876091003418,69.45343780517578,75.60501098632812
95.5684814453125,39.64968490600586,52.587989807128906,62.114112854003906,66.01079559326172,71.49321746826172
92.73506927490234,38.44944381713867,52.34282302856445,58.44497299194336,68.101318359375,71.4191665649414
99.02739715576172,45.31275177001953,59.8975944519043,64.77230834960938,68.7037353515625,72.4175796508789
103.16116333007812,45.52751541137695,55.7062873840332,65.21698760986328,70.07110595703125,73.02648162841797
102.04129028320312,44.345115661621094,59.32791519165039,64.24365997314453,69.38971710205078,73.23286437988281
102.078369140625,49.968849182128906,59.946475982666016,69.11553955078125,74.33851623535156,76.9702377319336
97.55999755859375,46.53483963012695,55.52583694458008,65.347412109375,70.033935546875,72.83365631103516
100.47538757324219,44.540836334228516,54.77499008178711,65.32869720458984,70.6222152709961,75.13980102539062
84.02230834960938,45.667213439941406,57.20554733276367,65.96197509765625,70.65079498291016,73.97565460205078
92.4893798828125,47.01332473754883,57.40223693847656,65.38724517822266,66.16061401367188,72.96480560302734
96.55765533447266,40.477508544921875,54.109703063964844,60.13008499145508,66.68003845214844,68.5396499633789
101.7779312133789,49.21295928955078,59.481815338134766,65.803466796875,68.04484558105469,73.17654418945312
93.04701232910156,42.9730339050293,54.94382095336914,61.430049896240234,66.74440002441406,68.9518814086914
87.91476440429688,46.795040130615234,58.130428314208984,68.10087585449219,71.39102172851562,74.08702850341797
91.74862670898438,38.5465202331543,56.835201263427734,62.98020553588867,69.46044921875,73.83882904052734
45.24338912963867,52.252403259277344,61.002418518066406,70.34437561035156,73.90218353271484,76.7506103515625
100.6353530883789,46.685577392578125,58.88675308227539,65.98418426513672,72.75889587402344,74.5091552734375
87.30314636230469,42.980796813964844,53.04199981689453,62.295433044433594,64.7671127319336,70.83032989501953
79.41083526611328,46.03296661376953,57.44040298461914,63.640567779541016,69.17504119873047,72.59197998046875
98.26316833496094,46.31755828857422,58.393165588378906,64.94195556640625,67.7973403930664,71.04716491699219
75.42076110839844,38.350791931152344,51.1795539855957,57.432456970214844,63.74147415161133,65.93500518798828
90.85885620117188,53.068389892578125,64.26205444335938,68.91944885253906,74.97710418701172,76.67613983154297
95.0974349975586,47.519981384277344,59.257179260253906,64.9747085571289,68.89679718017578,73.0061264038086
102.32353210449219,42.90843963623047,56.7360954284668,63.417266845703125,69.79912567138672,72.24475860595703
62.68233108520508,44.094398498535156,57.01398849487305,63.12040710449219,70.35841369628906,75.71033477783203
92.91667938232422,52.701419830322266,63.038944244384766,69.10832214355469,73.61585235595703,76.96578979492188
95.03519439697266,46.82191848754883,59.28551483154297,65.57990264892578,71.74598693847656,73.2520523071289
96.61815643310547,44.62709045410156,55.993324279785156,63.651554107666016,65.63981628417969,71.43047332763672
89.5122299194336,41.23455047607422,52.20680618286133,59.913543701171875,62.964542388916016,69.61981201171875
95.5772933959961,46.09043884277344,59.65770721435547,65.8912353515625,72.53463745117188,75.3375473022461
90.84330749511719,50.43390655517578,58.80841064453125,63.337100982666016,69.87629699707031,74.793212890625
98.59877014160156,35.50991439819336,50.71210479736328,59.12130355834961,64.38126373291016,69.27330017089844
92.81341552734375,44.30537796020508,56.661258697509766,64.50897216796875,71.0275650024414,74.0557861328125
76.42524719238281,47.54111099243164,60.2324104309082,63.640602111816406,70.52655029296875,74.40609741210938
85.4930648803711,34.003997802734375,45.93941116333008,54.099674224853516,61.21184539794922,62.455299377441406
90.15338134765625,49.62822723388672,60.9847412109375,67.57899475097656,73.3886947631836,77.44073486328125
94.58607482910156,47.03989791870117,59.624656677246094,66.39110565185547,71.14678955078125,75.1471939086914
88.46060943603516,38.03632736206055,50.287841796875,58.68937683105469,64.01253509521484,67.50733184814453
83.75879669189453,46.82622528076172,57.11853790283203,66.42056274414062,67.87855529785156,73.7578125
95.35868072509766,48.40303039550781,60.289581298828125,67.14738464355469,72.34673309326172,75.11270904541016
87.87397003173828,39.801876068115234,54.75577163696289,61.477046966552734,67.77010345458984,71.8687973022461
93.63826751708984,46.45351028442383,59.79692077636719,66.08619689941406,70.12227630615234,75.44284057617188
91.97042083740234,42.02754592895508,55.204002380371094,61.13289260864258,68.58159637451172,72.29557800292969
103.224609375,42.96724319458008,56.81387710571289,61.80414581298828,67.48196411132812,70.14021301269531
58.417320251464844,46.31718444824219,59.74818420410156,65.81678009033203,72.05003356933594,75.37026977539062
75.95752716064453,47.72170639038086,61.393978118896484,68.31365966796875,71.87300872802734,72.96284484863281
90.22920989990234,43.12082290649414,57.85681915283203,65.67449188232422,68.99922943115234,74.19073486328125
98.35597229003906,47.34526443481445,57.5241584777832,64.4534683227539,71.11956024169922,72.8570785522461
96.50751495361328,42.25282287597656,54.798011779785156,62.92742156982422,68.08692169189453,72.5596694946289
89.44599151611328,38.78150939941406,53.307891845703125,60.08855056762695,63.9573860168457,68.91670227050781
76.61156463623047,45.09746551513672,63.19681930541992,70.63108825683594,73.19389343261719,76.84555053710938
89.16613006591797,46.94950866699219,58.597049713134766,65.28795623779297,68.22223663330078,71.1163101196289
97.31280517578125,48.00718688964844,58.66409683227539,66.442138671875,70.48296356201172,74.62351989746094
84.44896697998047,42.62199783325195,58.69926071166992,62.68411636352539,71.71202850341797,73.1425552368164
87.84652709960938,47.03008270263672,59.159912109375,66.69722747802734,70.7785415649414,74.573974609375
98.00508117675781,47.70351791381836,54.233375549316406,62.03041076660156,66.8202133178711,71.51522827148438
89.63693237304688,46.13264465332031,54.5529670715332,63.406829833984375,68.93175506591797,70.02330017089844
87.11907196044922,46.74104309082031,58.06740951538086,65.38152313232422,71.48212432861328,74.03807830810547
97.42350006103516,41.422908782958984,55.032073974609375,61.56171798706055,66.14541625976562,69.81446075439453
97.22260284423828,43.84214401245117,55.65886306762695,63.165855407714844,69.05638885498047,70.90360260009766
87.58690643310547,43.513648986816406,57.430179595947266,66.82391357421875,71.18934631347656,75.06466674804688
