,image_name,clear_val,attacked_val
0,5a8d5bc9bf40e832,-2.1305802,-2.11169
1,5a8d5bc9bf40e832,-2.1305802,-2.1130774
2,5a8d5bc9bf40e832,-2.1305802,-2.1144238
3,5a8d5bc9bf40e832,-2.1305802,-2.1158295
4,5a8d5bc9bf40e832,-2.1305802,-2.117252
5,1c924877ccc60129,-2.5345538,-2.5236924
6,1c924877ccc60129,-2.5345538,-2.5211656
7,1c924877ccc60129,-2.5345538,-2.5187852
8,1c924877ccc60129,-2.5345538,-2.5164778
9,1c924877ccc60129,-2.5345538,-2.5141542
10,0134ba03294509a1,-2.6391296,-2.617225
11,0134ba03294509a1,-2.6391296,-2.611695
12,0134ba03294509a1,-2.6391296,-2.6058633
13,0134ba03294509a1,-2.6391296,-2.599909
14,0134ba03294509a1,-2.6391296,-2.593598
15,12fb008451be82d4,-1.9264498,-1.8942448
16,12fb008451be82d4,-1.9264498,-1.8974031
17,12fb008451be82d4,-1.9264498,-1.9003206
18,12fb008451be82d4,-1.9264498,-1.903088
19,12fb008451be82d4,-1.9264498,-1.9057347
20,a92babc0a6436d3b,-2.2852051,-2.2877953
21,a92babc0a6436d3b,-2.2852051,-2.2878168
22,a92babc0a6436d3b,-2.2852051,-2.288038
23,a92babc0a6436d3b,-2.2852051,-2.2884939
24,a92babc0a6436d3b,-2.2852051,-2.2891169
25,a64ae1acd9d09a87,-2.1228516,-2.0595186
26,a64ae1acd9d09a87,-2.1228516,-2.0559645
27,a64ae1acd9d09a87,-2.1228516,-2.052224
28,a64ae1acd9d09a87,-2.1228516,-2.0484424
29,a64ae1acd9d09a87,-2.1228516,-2.0443633
30,c25da85d5d62b000,-1.8741484,-1.8627348
31,c25da85d5d62b000,-1.8741484,-1.8637642
32,c25da85d5d62b000,-1.8741484,-1.8648838
33,c25da85d5d62b000,-1.8741484,-1.8658737
34,c25da85d5d62b000,-1.8741484,-1.8670006
35,8da3593258ae27cb,-2.495252,-2.4670641
36,8da3593258ae27cb,-2.495252,-2.4610648
37,8da3593258ae27cb,-2.495252,-2.4550226
38,8da3593258ae27cb,-2.495252,-2.4490702
39,8da3593258ae27cb,-2.495252,-2.4427376
40,fb1efda0b27d5289,-2.1230347,-2.0632946
41,fb1efda0b27d5289,-2.1230347,-2.0586104
42,fb1efda0b27d5289,-2.1230347,-2.053744
43,fb1efda0b27d5289,-2.1230347,-2.0487192
