,clear,attack
0,0.9218681043991392,1.0312662516215474
1,0.5292820019396945,0.716383315481036
2,0.9675747809210322,1.0583506612820917
3,0.5859281589154293,0.6236903397190179
4,0.5881910838329393,0.644523172802057
5,0.8033190110546768,0.8414594742672311
6,0.6133778710303779,0.7975433701524363
7,0.5550998109207192,0.6279702978719813
8,0.825779274327594,0.8458131097444878
9,0.8053719420709016,0.8675442711139882
10,0.6739871285744519,0.7555890788550095
11,0.47464179203164486,0.45855910528421695
12,0.10916268038574713,0.17141990518536968
13,0.45896484459567516,0.7015833656790114
14,0.517031618219412,0.5850588927412186
15,0.3259329957070196,0.34466809017710104
16,0.5148104407796578,0.7671152664814731
17,0.4003716824116903,0.534717975647489
18,0.43735403187388666,0.6067381463165167
19,0.6369875125863174,0.8048342689461735
20,0.3604360836676688,0.3522861391363834
21,0.7169615877874005,0.8582623951862658
22,0.5480218098346836,0.678051880403432
23,0.7898422951753249,0.9225021863017026
24,0.669394160530667,0.7632719374067752
25,0.45701863297427175,0.5362103277368185
26,0.7279376634165156,0.7431424507267637
27,0.7032011886584272,0.7820438254488415
28,0.4268451624647224,0.6325301036048069
29,0.45614674555865814,0.5723952907546495
30,0.6425639030698115,0.6971117322544752
31,0.6796079599213632,0.7905843830453249
32,0.4917806226316467,0.6373288992189313
33,0.6581653876110825,0.7590631736131987
34,0.4919224582444361,0.5401635926378756
35,0.64525748111615,0.670727650962132
36,0.5763341027558614,0.6173130036743911
37,0.6452689520532984,0.8356253063350438
38,0.5303174644380807,0.5913417679029976
39,0.3761716122417792,0.46343321950452243
40,1.0,1.0197183846453164
41,0.6089121414110197,0.7785812737720593
42,0.4873166725706722,0.6412007372998959
43,0.0,0.03278090831088742
44,0.3907128647558113,0.4865246248014575
45,0.716506225249935,0.7972323682768178
46,0.6348114493563957,0.7125790044263027
47,0.5451778110087593,0.6928996979211667
48,0.5126146340709125,0.552277335132002
49,0.6616008250706014,0.9173200807255779
50,0.8220840574162007,0.8386414593985158
51,0.517699577863501,0.6837077979082037
52,0.7806142388646629,1.0337542546024518
53,0.5501226987469421,0.6317333905068567
54,0.8228870350406228,0.8866823378626021
55,0.8557810114411054,0.90779312473871
56,0.6804087130978057,0.7147422259781592
57,0.5527949220926774,0.5583947835083659
58,0.7455962212568706,0.7814306834173932
59,0.947219482710995,0.9694842530786448
60,0.9728071935906174,0.9712968835928697
61,0.7433036811211255,0.8012452002875526
62,0.2972126067619298,0.434802626113545
63,0.743459524744164,0.7830301456829458
64,0.25484151403336286,0.2546759670075165
65,0.6280352517529822,0.6715209492318326
66,0.45629271744228483,0.5107449434600032
67,0.29651333650952433,0.4792429123766733
68,0.26499495272753437,0.27897453813876777
69,0.46890175432111947,0.48818312511879
70,0.5065510774558678,0.6303487738439931
71,0.49740631169198357,0.6332609008983053
72,0.7150281456998036,0.8703214884043555
73,0.9350284556796356,0.9480540354726827
74,0.41321100376459546,0.45855492091720695
75,0.44835675278258297,0.7947240446630195
76,0.4126060501065203,0.5652473818818423
77,0.3904927766703165,0.5804904056492513
78,0.595958591648357,0.7077218801789432
79,0.7983465642096347,0.845017917687994
80,0.20345330278280466,0.36030353061617765
81,0.7699902632905926,0.8805916685332991
82,0.52519995953669,0.5487774968974661
83,0.3963921089042596,0.3845065346526129
84,0.7749036841078979,0.8311381498708238
85,0.9251592713771344,0.9690943193718841
86,0.5685126310348656,0.7588963400147374
87,0.6279273960860849,0.6868542014189069
88,0.6904737510268681,0.6820846963738527
89,0.9275244908415928,1.0259752998979725
90,0.6454472205167786,0.7342024183452941
91,0.45655488967874286,0.5626133228490089
92,0.7609735415620249,0.8378494657374951
93,0.6058706837487758,0.6841916213557635
94,0.48204437013799545,0.5623656035123962
95,0.44767263282452424,0.6685778001462387
96,0.7879789652832329,0.9060329130405208
97,0.7412426639358942,0.822050378071387
98,0.861586405838077,0.9844807058055602
99,0.5116212557234896,0.5635555028207744
