,image_name,clear_val,attacked_val
0,96fcb76927274db6,0.6367532791930143,0.6499933803248015
1,96fcb76927274db6,0.6367532791930143,0.6695635119777194
2,96fcb76927274db6,0.6367532791930143,0.6833818458740808
3,96fcb76927274db6,0.6367532791930143,0.6842057080021022
4,96fcb76927274db6,0.6367532791930143,0.7120540830591772
5,fb1efda0b27d5289,0.5872653854132276,0.6196433616794642
6,fb1efda0b27d5289,0.5872653854132276,0.7009839118745017
7,fb1efda0b27d5289,0.5872653854132276,0.7523268439848005
8,fb1efda0b27d5289,0.5872653854132276,0.8141575298628124
9,fb1efda0b27d5289,0.5872653854132276,0.826483402618989
10,5d6b9cadb6f9e1cd,0.42546069859977215,0.4579786730372741
11,5d6b9cadb6f9e1cd,0.42546069859977215,0.5432308305279595
12,5d6b9cadb6f9e1cd,0.42546069859977215,0.6095219804844774
13,5d6b9cadb6f9e1cd,0.42546069859977215,0.5437058789402864
14,5d6b9cadb6f9e1cd,0.42546069859977215,0.5810394568093199
15,05437214d1ba9580,0.5289459565490441,0.6677247673767724
16,05437214d1ba9580,0.5289459565490441,0.9520088006715351
17,05437214d1ba9580,0.5289459565490441,1.130538507345059
18,05437214d1ba9580,0.5289459565490441,1.1780140699135295
19,05437214d1ba9580,0.5289459565490441,1.2123762665368318
20,b11fa0f292c0178f,0.5944990506052517,0.5966429828780567
21,b11fa0f292c0178f,0.5944990506052517,0.5994626878528341
22,b11fa0f292c0178f,0.5944990506052517,0.6006984532398669
23,b11fa0f292c0178f,0.5944990506052517,0.6036888531050907
24,b11fa0f292c0178f,0.5944990506052517,0.6012780762544041
25,f0add7f552d2d895,0.5756322186035714,0.5816107105190802
26,f0add7f552d2d895,0.5756322186035714,0.5888763236552518
27,f0add7f552d2d895,0.5756322186035714,0.5999107932208798
28,f0add7f552d2d895,0.5756322186035714,0.5993771596751158
29,f0add7f552d2d895,0.5756322186035714,0.6033520511490756
30,7d7a8e41b8d0577e,0.5539379518373203,0.567515244195112
31,7d7a8e41b8d0577e,0.5539379518373203,0.5845409125609097
32,7d7a8e41b8d0577e,0.5539379518373203,0.5942885667608668
33,7d7a8e41b8d0577e,0.5539379518373203,0.621042342412143
34,7d7a8e41b8d0577e,0.5539379518373203,0.6473185393961596
35,c25da85d5d62b000,0.7703483762040312,0.7769761635109682
36,c25da85d5d62b000,0.7703483762040312,0.7772077513497901
37,c25da85d5d62b000,0.7703483762040312,0.7722718565402175
38,c25da85d5d62b000,0.7703483762040312,0.7667918248464112
39,c25da85d5d62b000,0.7703483762040312,0.7777909612092315
40,cbaff3255afbe83f,0.1544872451586666,0.17129770283020554
41,cbaff3255afbe83f,0.1544872451586666,0.20495965835218877
42,cbaff3255afbe83f,0.1544872451586666,0.22265475988012762
43,cbaff3255afbe83f,0.1544872451586666,0.25982915412840774
44,cbaff3255afbe83f,0.1544872451586666,0.30668786278833443
45,1e4bb9fd37654da6,0.3769241806746052,0.38916839014796023
46,1e4bb9fd37654da6,0.3769241806746052,0.3947588632988204
47,1e4bb9fd37654da6,0.3769241806746052,0.39690796730148764
48,1e4bb9fd37654da6,0.3769241806746052,0.42637131232547937
49,1e4bb9fd37654da6,0.3769241806746052,0.431469553574471
50,8c975de17f3247d1,0.09520075842028174,0.10871365439979154
51,8c975de17f3247d1,0.09520075842028174,0.15600100492828323
52,8c975de17f3247d1,0.09520075842028174,0.21079715111645908
53,8c975de17f3247d1,0.09520075842028174,0.27197788123431005
54,8c975de17f3247d1,0.09520075842028174,0.18791897528679166
55,b19e2df06dbcccd9,0.31872865088711655,0.3317286558503087
56,b19e2df06dbcccd9,0.31872865088711655,0.35395424834738554
57,b19e2df06dbcccd9,0.31872865088711655,0.3665218855721123
58,b19e2df06dbcccd9,0.31872865088711655,0.39804563665113757
59,b19e2df06dbcccd9,0.31872865088711655,0.43656487529854043
60,0e71473957df4793,0.3455326145620536,0.3619271650546881
61,0e71473957df4793,0.3455326145620536,0.38180395804442485
62,0e71473957df4793,0.3455326145620536,0.4195451293975848
63,0e71473957df4793,0.3455326145620536,0.4559816901855484
64,0e71473957df4793,0.3455326145620536,0.44948088135897374
