,clear,attack
0,0.7617278870357005,0.9339849117543925
1,0.6616328024020093,0.8424383668450708
2,0.8033701236792549,0.8864138140427096
3,0.6312409404777922,0.7092430869007378
4,0.46350996046259707,0.47306607870240125
5,0.876351949462222,0.8796963354763583
6,0.7223720568657672,0.8581742177763031
7,0.5647035705645462,0.5879769861802574
8,0.7603765136155316,0.8621967114698903
9,0.6092913066642744,0.6984797225552116
10,0.6136326568890085,0.6611763647301631
11,0.596486651029753,0.5956201351257681
12,0.09842438216861779,0.10958530578626974
13,0.3005448285376055,0.4228817622346448
14,0.41794149816719867,0.4635018480915625
15,0.3481142007777004,0.36412865829707836
16,0.6091474288795652,0.8813659442579023
17,0.3534595737191118,0.4703176413744175
18,0.40624384139371733,0.5306023057482137
19,0.5560800776816865,0.6663698749352709
20,0.3231192635767961,0.3100525273900828
21,0.6792630127528171,0.8348757612541733
22,0.5784132227740333,0.7392780469725819
23,0.7093051614047534,0.8064422090402563
24,0.5350279226961546,0.6125093483396057
25,0.2508915538240103,0.32671932997081937
26,0.7639141763386517,0.8142702966851239
27,0.6733201594373973,0.7540862193411836
28,0.4832185836326841,0.7816929205928843
29,0.4227966460485023,0.4799845083444444
30,0.631606358196094,0.6559038013806151
31,0.5528285459301212,0.6247015199610197
32,0.4746826916150533,0.5613487865931642
33,0.47699161682018165,0.577751979588425
34,0.29229492945380214,0.3629580983718853
35,0.6715488168510341,0.7068783095075969
36,0.6812150467238592,0.7205842028435941
37,0.5980148348508139,0.7480942458315154
38,0.5508208615185134,0.5957467688128857
39,0.26234142225919077,0.3052166623174165
40,1.0,1.0154791047408187
41,0.7044776953968622,0.8413138206016252
42,0.6430666113156618,0.7212938017068088
43,0.0,0.0020341239454767187
44,0.3745904314456228,0.4293039993394575
45,0.6340223369676755,0.663536172765131
46,0.6201590593862936,0.6507867853128537
47,0.4328322861154264,0.5527175211244443
48,0.49751022413589224,0.5145007570413682
49,0.6347705439213112,0.8344876522572054
50,0.6791665349999115,0.6875098112969056
51,0.34953250656804746,0.5100461096976048
52,0.44250206249600754,0.8849357219891296
53,0.6631372862071683,0.6975864060956101
54,0.6866150507503135,0.7879501973047559
55,0.467979876902627,0.5213344527555899
56,0.7227362959542459,0.7576866361386677
57,0.6535981253712152,0.6551789546577071
58,0.7616495718621858,0.8281961770302844
59,0.9225405117368595,0.95584910021488
60,0.8936811499672447,0.9685167056230369
61,0.7272912648706982,0.744735740150647
62,0.27633759831684024,0.3921839980890482
63,0.5478617149093656,0.561512563047139
64,0.10991608665337432,0.14742038493582824
65,0.5373614398532671,0.5715202557834834
66,0.3676988660689167,0.516576016229499
67,0.11322839747797857,0.37157245952818785
68,0.34013302929355943,0.33835569799350057
69,0.5413869172854155,0.5316626478575185
70,0.5109801579049662,0.6137400927137826
71,0.3516613881039852,0.4428759111339446
72,0.6825002204356319,0.7632121217681332
73,0.9830209666990141,0.9801776868342758
74,0.3546819084102267,0.3190906431317864
75,0.41666390591212615,0.5613491263783386
76,0.4174437553601111,0.47760017206721217
77,0.42067061021339863,0.47685485328755756
78,0.6437311886432922,0.7158942011752488
79,0.8279890514208795,0.8656083085842305
80,0.274955394701254,0.3508017740863517
81,0.6284152020226732,0.7159548528288474
82,0.4445391595617587,0.45665190639869846
83,0.5196525161431935,0.5052088430110946
84,0.633062613743087,0.6693800105571254
85,0.5518250328912049,0.5831598092921731
86,0.37418192471991507,0.5934576785673026
87,0.6590255033407678,0.7015284981223472
88,0.5858244258649911,0.5949612704363793
89,0.8196601629023565,0.9321774245201212
90,0.5145790138143059,0.5882169382229779
91,0.5462227398849352,0.582480281416877
92,0.8181689705375672,0.8699516815925797
93,0.6863171971902484,0.7377094499523621
94,0.5065642673076374,0.5804559262951592
95,0.5851468729910201,0.6978143170012192
96,0.8052336329941258,0.8918056154426924
97,0.600589068567289,0.6822728829175042
98,0.6633513933400746,0.8623985916456679
99,0.5305373005970705,0.5454303183855039
